"Country","Region","Urban","Origin","Year1","Year2","Age","AgeInt","AgeDef","Vitality","ASFR","ASFR1","ASFR2","ASFR3","ASFR3P","ASFR4","ASFR4P","ASFR5P","CPFR","CPFR1","CPFR2","CPFR3","CPFR3P","CPFR4","CPFR4P","CPFR5P","Collection","SourceType","RefCode","Note","Split"
"    ISL","     .","    .","     .",2020,2020,30,1,"   ACY","       1","0.13635","0.06048","0.05384","0.01818","0.02203","0.00280","0.00385","0.00105","0.78813","0.50468","0.22861","0.04692","0.05485","0.00617","0.00793","0.00176","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,31,1,"   ACY","       1","0.12509","0.05345","0.04566","0.02227","0.02598","0.00334","0.00371","0.00037","0.92448","0.56516","0.28245","0.06510","0.07688","0.00897","0.01178","0.00281","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,32,1,"   ACY","       1","0.11357","0.03617","0.04745","0.02411","0.02994","0.00544","0.00583","0.00039","1.04957","0.61861","0.32811","0.08737","0.10286","0.01231","0.01549","0.00318","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,33,1,"   ACY","       1","0.09767","0.02850","0.04234","0.01886","0.02683","0.00587","0.00797","0.00210","1.16314","0.65478","0.37556","0.11148","0.13280","0.01775","0.02132","0.00357","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,34,1,"   ACY","       1","0.09218","0.02598","0.03352","0.02640","0.03269","0.00503","0.00629","0.00126","1.26081","0.68328","0.41790","0.13034","0.15963","0.02362","0.02929","0.00567","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,35,1,"   ACY","       1","0.08723","0.02433","0.03355","0.02307","0.02936","0.00503","0.00629","0.00126","1.35299","0.70926","0.45142","0.15674","0.19232","0.02865","0.03558","0.00693","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,36,1,"   ACY","       1","0.06900","0.01388","0.02246","0.02327","0.03266","0.00776","0.00939","0.00163","1.44022","0.73359","0.48497","0.17981","0.22168","0.03368","0.04187","0.00819","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,37,1,"   ACY","       1","0.05638","0.01226","0.01879","0.01838","0.02532","0.00531","0.00694","0.00163","1.50922","0.74747","0.50743","0.20308","0.25434","0.04144","0.05126","0.00982","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,38,1,"   ACY","       1","0.04135","0.01034","0.01447","0.01158","0.01654","0.00413","0.00496","0.00083","1.56560","0.75973","0.52622","0.22146","0.27966","0.04675","0.05820","0.01145","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,39,1,"   ACY","       1","0.03130","0.00751","0.00960","0.00960","0.01419","0.00376","0.00459","0.00083","1.60695","0.77007","0.54069","0.23304","0.29620","0.05088","0.06316","0.01228","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,40,1,"   ACY","       1","0.02962","0.00680","0.01121","0.00760","0.01160","0.00320","0.00400","0.00080","1.63825","0.77758","0.55029","0.24264","0.31039","0.05464","0.06775","0.01311","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,41,1,"   ACY","       1","0.01783","0.00332","0.00705","0.00332","0.00747","0.00249","0.00415","0.00166","1.66787","0.78438","0.56150","0.25024","0.32199","0.05784","0.07175","0.01391","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,42,1,"   ACY","       1","0.01390","0.00448","0.00224","0.00493","0.00718","0.00135","0.00225","0.00090","1.68570","0.78770","0.56855","0.25356","0.32946","0.06033","0.07590","0.01557","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,43,1,"   ACY","       1","0.00762","0.00359","0.00269","0.00090","0.00135","0.00000","0.00045","0.00045","1.69960","0.79218","0.57079","0.25849","0.33664","0.06168","0.07815","0.01647","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,44,1,"   ACY","       1","0.00264","0.00088","0.00044","0.00044","0.00132","0.00044","0.00088","0.00044","1.70722","0.79577","0.57348","0.25939","0.33799","0.06168","0.07860","0.01692","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,45,1,"   ACY","       1","0.00319","0.00091","0.00046","0.00046","0.00183","0.00091","0.00137","0.00046","1.70986","0.79665","0.57392","0.25983","0.33931","0.06212","0.07948","0.01736","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,46,1,"   ACY","       1","0.00269","0.00090","0.00134","0.00045","0.00045","0.00000","0.00000","0.00000","1.71305","0.79756","0.57438","0.26029","0.34114","0.06303","0.08085","0.01782","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,47,1,"   ACY","       1","0.00042","0.00000","0.00042","0.00000","0.00000","0.00000","0.00000","0.00000","1.71574","0.79846","0.57572","0.26074","0.34159","0.06303","0.08085","0.01782","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,48,1,"   ACY","       1","0.00088","0.00000","0.00000","0.00044","0.00088","0.00044","0.00044","0.00000","1.71616","0.79846","0.57614","0.26074","0.34159","0.06303","0.08085","0.01782","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,49,1,"   ACY","       1","0.00098","0.00098","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.71704","0.79846","0.57614","0.26118","0.34247","0.06347","0.08129","0.01782","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,50,99,"   ACY","       1","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.71802","0.79944","0.57614","0.26118","0.34247","0.06347","0.08129","0.01782","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,14,-99,"  ARDY","       1","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,15,1,"  ARDY","       1","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,16,1,"  ARDY","       1","0.00135","0.00135","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,17,1,"  ARDY","       1","0.00046","0.00046","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00135","0.00135","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,18,1,"  ARDY","       1","0.00373","0.00373","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00181","0.00181","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,19,1,"  ARDY","       1","0.00925","0.00925","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00554","0.00554","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,20,1,"  ARDY","       1","0.01749","0.01578","0.00128","0.00043","0.00043","0.00000","0.00000","0.00000","0.01479","0.01479","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,21,1,"  ARDY","       1","0.02217","0.01883","0.00251","0.00042","0.00084","0.00042","0.00042","0.00000","0.03228","0.03057","0.00128","0.00043","0.00043","0.00000","0.00000","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,22,1,"  ARDY","       1","0.03860","0.02698","0.00955","0.00166","0.00208","0.00042","0.00042","0.00000","0.05445","0.04940","0.00379","0.00085","0.00127","0.00042","0.00042","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,23,1,"  ARDY","       1","0.05484","0.04053","0.01311","0.00119","0.00119","0.00000","0.00000","0.00000","0.09305","0.07638","0.01334","0.00251","0.00335","0.00084","0.00084","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,24,1,"  ARDY","       1","0.05749","0.04150","0.01371","0.00190","0.00228","0.00038","0.00038","0.00000","0.14789","0.11691","0.02645","0.00370","0.00454","0.00084","0.00084","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,25,1,"  ARDY","       1","0.08522","0.06066","0.02233","0.00149","0.00223","0.00037","0.00074","0.00037","0.20538","0.15841","0.04016","0.00560","0.00682","0.00122","0.00122","0.00000","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,26,1,"  ARDY","       1","0.08850","0.06209","0.02177","0.00428","0.00464","0.00036","0.00036","0.00000","0.29060","0.21907","0.06249","0.00709","0.00905","0.00159","0.00196","0.00037","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,27,1,"  ARDY","       1","0.11501","0.07222","0.03410","0.00769","0.00869","0.00067","0.00100","0.00033","0.37910","0.28116","0.08426","0.01137","0.01369","0.00195","0.00232","0.00037","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,28,1,"  ARDY","       1","0.11521","0.06553","0.04228","0.00599","0.00740","0.00141","0.00141","0.00000","0.49411","0.35338","0.11836","0.01906","0.02238","0.00262","0.00332","0.00070","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,29,1,"  ARDY","       1","0.11704","0.05582","0.04394","0.01477","0.01729","0.00180","0.00252","0.00072","0.60932","0.41891","0.16064","0.02505","0.02978","0.00403","0.00473","0.00070","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,30,1,"  ARDY","       1","0.12885","0.06168","0.05003","0.01439","0.01714","0.00206","0.00275","0.00069","0.72636","0.47473","0.20458","0.03982","0.04707","0.00583","0.00725","0.00142","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,31,1,"  ARDY","       1","0.13109","0.05649","0.04925","0.02245","0.02535","0.00181","0.00290","0.00109","0.85521","0.53641","0.25461","0.05421","0.06421","0.00789","0.01000","0.00211","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,32,1,"  ARDY","       1","0.12378","0.04426","0.04914","0.02476","0.03039","0.00563","0.00563","0.00000","0.98630","0.59290","0.30386","0.07666","0.08956","0.00970","0.01290","0.00320","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,33,1,"  ARDY","       1","0.10312","0.03341","0.04578","0.01856","0.02392","0.00412","0.00536","0.00124","1.11008","0.63716","0.35300","0.10142","0.11995","0.01533","0.01853","0.00320","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,34,1,"  ARDY","       1","0.09680","0.02694","0.03451","0.02652","0.03535","0.00673","0.00883","0.00210","1.21320","0.67057","0.39878","0.11998","0.14387","0.01945","0.02389","0.00444","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,35,1,"  ARDY","       1","0.08634","0.02408","0.03653","0.02076","0.02574","0.00332","0.00498","0.00166","1.31000","0.69751","0.43329","0.14650","0.17922","0.02618","0.03272","0.00654","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,36,1,"  ARDY","       1","0.07979","0.01953","0.02576","0.02410","0.03449","0.00956","0.01039","0.00083","1.39634","0.72159","0.46982","0.16726","0.20496","0.02950","0.03770","0.00820","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,37,1,"  ARDY","       1","0.06315","0.01287","0.02172","0.02091","0.02855","0.00523","0.00764","0.00241","1.47613","0.74112","0.49558","0.19136","0.23945","0.03906","0.04809","0.00903","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,38,1,"  ARDY","       1","0.04594","0.01118","0.01324","0.01573","0.02152","0.00538","0.00579","0.00041","1.53928","0.75399","0.51730","0.21227","0.26800","0.04429","0.05573","0.01144","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,39,1,"  ARDY","       1","0.03953","0.00883","0.01556","0.01093","0.01513","0.00294","0.00420","0.00126","1.58522","0.76517","0.53054","0.22800","0.28952","0.04967","0.06152","0.01185","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,40,1,"  ARDY","       1","0.02861","0.00766","0.00927","0.00806","0.01169","0.00363","0.00363","0.00000","1.62475","0.77400","0.54610","0.23893","0.30465","0.05261","0.06572","0.01311","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,41,1,"  ARDY","       1","0.02428","0.00364","0.01012","0.00526","0.01052","0.00324","0.00526","0.00202","1.65336","0.78166","0.55537","0.24699","0.31634","0.05624","0.06935","0.01311","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,42,1,"  ARDY","       1","0.01399","0.00437","0.00481","0.00262","0.00480","0.00131","0.00218","0.00087","1.67764","0.78530","0.56549","0.25225","0.32686","0.05948","0.07461","0.01513","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,43,1,"  ARDY","       1","0.01345","0.00538","0.00179","0.00448","0.00628","0.00090","0.00180","0.00090","1.69163","0.78967","0.57030","0.25487","0.33166","0.06079","0.07679","0.01600","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,44,1,"  ARDY","       1","0.00312","0.00089","0.00178","0.00000","0.00045","0.00000","0.00045","0.00045","1.70508","0.79505","0.57209","0.25935","0.33794","0.06169","0.07859","0.01690","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,45,1,"  ARDY","       1","0.00353","0.00132","0.00044","0.00088","0.00176","0.00044","0.00088","0.00044","1.70820","0.79594","0.57387","0.25935","0.33839","0.06169","0.07904","0.01735","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,46,1,"  ARDY","       1","0.00186","0.00000","0.00093","0.00000","0.00093","0.00093","0.00093","0.00000","1.71173","0.79726","0.57431","0.26023","0.34015","0.06213","0.07992","0.01779","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,47,1,"  ARDY","       1","0.00215","0.00086","0.00086","0.00043","0.00043","0.00000","0.00000","0.00000","1.71359","0.79726","0.57524","0.26023","0.34108","0.06306","0.08085","0.01779","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,48,1,"  ARDY","       1","0.00042","0.00000","0.00000","0.00042","0.00042","0.00000","0.00000","0.00000","1.71574","0.79812","0.57610","0.26066","0.34151","0.06306","0.08085","0.01779","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,49,1,"  ARDY","       1","0.00047","0.00000","0.00000","0.00000","0.00047","0.00047","0.00047","0.00000","1.71616","0.79812","0.57610","0.26108","0.34193","0.06306","0.08085","0.01779","       HFD","     vital","    ISL_07","   .",0
"    ISL","     .","    .","     .",2020,2020,50,99,"  ARDY","       1","0.00100","0.00100","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.71663","0.79812","0.57610","0.26108","0.34240","0.06353","0.08132","0.01779","       HFD","     vital","    ISL_07","   .",0
"    JPN","     .","    .","     .",2020,2020,14,-99,"   ACY","       1","0.00007","0.00007","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,15,1,"   ACY","       1","0.00015","0.00015","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00007","0.00007","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,16,1,"   ACY","       1","0.00055","0.00054","0.00001","0.00000","0.00000","0.00000","0.00000","0.00000","0.00022","0.00022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,17,1,"   ACY","       1","0.00170","0.00162","0.00008","0.00000","0.00000","0.00000","0.00000","0.00000","0.00077","0.00076","0.00001","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,18,1,"   ACY","       1","0.00323","0.00285","0.00037","0.00001","0.00001","0.00000","0.00000","0.00000","0.00247","0.00238","0.00009","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,19,1,"   ACY","       1","0.00663","0.00574","0.00083","0.00006","0.00006","0.00000","0.00000","0.00000","0.00570","0.00523","0.00046","0.00001","0.00001","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,20,1,"   ACY","       1","0.01100","0.00903","0.00177","0.00019","0.00020","0.00001","0.00001","0.00000","0.01233","0.01097","0.00129","0.00007","0.00007","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,21,1,"   ACY","       1","0.01627","0.01209","0.00362","0.00052","0.00056","0.00004","0.00004","0.00000","0.02333","0.02000","0.00306","0.00026","0.00027","0.00001","0.00001","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,22,1,"   ACY","       1","0.02166","0.01472","0.00586","0.00098","0.00107","0.00008","0.00009","0.00001","0.03960","0.03209","0.00668","0.00078","0.00083","0.00005","0.00005","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,23,1,"   ACY","       1","0.02883","0.01872","0.00815","0.00172","0.00196","0.00023","0.00024","0.00001","0.06126","0.04681","0.01254","0.00176","0.00190","0.00013","0.00014","0.00001","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,24,1,"   ACY","       1","0.03711","0.02364","0.01050","0.00250","0.00296","0.00038","0.00046","0.00008","0.09009","0.06553","0.02069","0.00348","0.00386","0.00036","0.00038","0.00002","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,25,1,"   ACY","       1","0.04834","0.03056","0.01345","0.00364","0.00432","0.00057","0.00068","0.00011","0.12720","0.08917","0.03119","0.00598","0.00682","0.00074","0.00084","0.00010","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,26,1,"   ACY","       1","0.06157","0.03893","0.01687","0.00470","0.00577","0.00091","0.00107","0.00016","0.17554","0.11973","0.04464","0.00962","0.01114","0.00131","0.00152","0.00021","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,27,1,"   ACY","       1","0.07517","0.04697","0.02115","0.00577","0.00705","0.00105","0.00128","0.00023","0.23711","0.15866","0.06151","0.01432","0.01691","0.00222","0.00259","0.00037","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,28,1,"   ACY","       1","0.08946","0.05345","0.02720","0.00706","0.00881","0.00144","0.00175","0.00031","0.31228","0.20563","0.08266","0.02009","0.02396","0.00327","0.00387","0.00060","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,29,1,"   ACY","       1","0.10013","0.05625","0.03289","0.00876","0.01100","0.00175","0.00224","0.00049","0.40174","0.25908","0.10986","0.02715","0.03277","0.00471","0.00562","0.00091","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,30,1,"   ACY","       1","0.10371","0.05279","0.03748","0.01078","0.01344","0.00205","0.00266","0.00061","0.50187","0.31533","0.14275","0.03591","0.04377","0.00646","0.00786","0.00140","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,31,1,"   ACY","       1","0.10330","0.04681","0.04067","0.01282","0.01583","0.00234","0.00301","0.00067","0.60558","0.36812","0.18023","0.04669","0.05721","0.00851","0.01052","0.00201","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,32,1,"   ACY","       1","0.09943","0.04035","0.04135","0.01411","0.01773","0.00272","0.00362","0.00090","0.70888","0.41493","0.22090","0.05951","0.07304","0.01085","0.01353","0.00268","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,33,1,"   ACY","       1","0.09184","0.03415","0.03888","0.01476","0.01880","0.00308","0.00404","0.00096","0.80831","0.45528","0.26225","0.07362","0.09077","0.01357","0.01715","0.00358","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,34,1,"   ACY","       1","0.08601","0.03036","0.03584","0.01543","0.01982","0.00331","0.00439","0.00108","0.90015","0.48943","0.30113","0.08838","0.10957","0.01665","0.02119","0.00454","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,35,1,"   ACY","       1","0.07677","0.02638","0.03117","0.01475","0.01922","0.00329","0.00447","0.00118","0.98616","0.51979","0.33697","0.10381","0.12939","0.01996","0.02558","0.00562","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,36,1,"   ACY","       1","0.06647","0.02200","0.02685","0.01321","0.01762","0.00324","0.00441","0.00117","1.06293","0.54617","0.36814","0.11856","0.14861","0.02325","0.03005","0.00680","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,37,1,"   ACY","       1","0.05486","0.01751","0.02246","0.01100","0.01490","0.00282","0.00390","0.00108","1.12940","0.56817","0.39499","0.13177","0.16623","0.02649","0.03446","0.00797","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,38,1,"   ACY","       1","0.04396","0.01390","0.01799","0.00870","0.01207","0.00242","0.00337","0.00095","1.18426","0.58568","0.41745","0.14277","0.18113","0.02931","0.03836","0.00905","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,39,1,"   ACY","       1","0.03472","0.01108","0.01420","0.00670","0.00944","0.00190","0.00274","0.00084","1.22822","0.59958","0.43544","0.15147","0.19320","0.03173","0.04173","0.01000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,40,1,"   ACY","       1","0.02512","0.00844","0.01002","0.00459","0.00665","0.00138","0.00206","0.00068","1.26294","0.61066","0.44964","0.15817","0.20264","0.03363","0.04447","0.01084","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,41,1,"   ACY","       1","0.01699","0.00591","0.00660","0.00301","0.00447","0.00098","0.00146","0.00048","1.28806","0.61910","0.45966","0.16276","0.20929","0.03501","0.04653","0.01152","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,42,1,"   ACY","       1","0.01010","0.00360","0.00398","0.00165","0.00252","0.00056","0.00087","0.00031","1.30505","0.62501","0.46626","0.16577","0.21376","0.03599","0.04799","0.01200","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,43,1,"   ACY","       1","0.00568","0.00217","0.00211","0.00087","0.00140","0.00033","0.00053","0.00020","1.31515","0.62861","0.47024","0.16742","0.21628","0.03655","0.04886","0.01231","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,44,1,"   ACY","       1","0.00264","0.00102","0.00089","0.00043","0.00073","0.00018","0.00030","0.00012","1.32083","0.63078","0.47235","0.16829","0.21768","0.03688","0.04939","0.01251","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,45,1,"   ACY","       1","0.00106","0.00046","0.00036","0.00014","0.00024","0.00005","0.00010","0.00005","1.32347","0.63180","0.47324","0.16872","0.21841","0.03706","0.04969","0.01263","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,46,1,"   ACY","       1","0.00040","0.00015","0.00013","0.00007","0.00013","0.00003","0.00006","0.00003","1.32453","0.63226","0.47360","0.16886","0.21865","0.03711","0.04979","0.01268","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,47,1,"   ACY","       1","0.00015","0.00007","0.00004","0.00002","0.00004","0.00001","0.00002","0.00001","1.32493","0.63241","0.47373","0.16893","0.21878","0.03714","0.04985","0.01271","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,48,1,"   ACY","       1","0.00007","0.00004","0.00002","0.00001","0.00002","0.00000","0.00001","0.00001","1.32508","0.63248","0.47377","0.16895","0.21882","0.03715","0.04987","0.01272","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,49,1,"   ACY","       1","0.00004","0.00003","0.00001","0.00000","0.00000","0.00000","0.00000","0.00000","1.32515","0.63252","0.47379","0.16896","0.21884","0.03715","0.04988","0.01273","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,50,99,"   ACY","       1","0.00006","0.00005","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.32519","0.63255","0.47380","0.16896","0.21884","0.03715","0.04988","0.01273","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,14,-99,"  ARDY","       1","0.00003","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,15,1,"  ARDY","       1","0.00010","0.00010","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00003","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,16,1,"  ARDY","       1","0.00030","0.00030","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00013","0.00013","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,17,1,"  ARDY","       1","0.00104","0.00101","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","0.00043","0.00043","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,18,1,"  ARDY","       1","0.00242","0.00222","0.00020","0.00000","0.00000","0.00000","0.00000","0.00000","0.00147","0.00144","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,19,1,"  ARDY","       1","0.00474","0.00413","0.00058","0.00002","0.00002","0.00000","0.00000","0.00000","0.00389","0.00366","0.00023","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
"    JPN","     .","    .","     .",2020,2020,20,1,"  ARDY","       1","0.00874","0.00738","0.00124","0.00012","0.00013","0.00001","0.00001","0.00000","0.00863","0.00779","0.00081","0.00002","0.00002","0.00000","0.00000","0.00000","       HFD","     vital","    JPN_11","   .",0
